label,label_name,text,text_clean
0,ham,Call me when you get the chance plz &lt;3,call me when you get the chance plz lt num
0,ham,Ok going to sleep. Hope i can meet her.,ok going to sleep hope i can meet her
0,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another num weeks become a slob oh wait already done that
0,ham,"sorry brah, just finished the last of my exams, what up",sorry brah just finished the last of my exams what up
0,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me
0,ham,"Just looked it up and addie goes back Monday, sucks to be her",just looked it up and addie goes back monday sucks to be her
1,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,not heard from u4 a while call me now am here all night with just my knickers on make me beg for it like u did last time num xx luv nikiyu4 net
1,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to num now hg suite342 2lands row w1jhl num
0,ham,Nope watching tv at home... Not going out. V bored...,nope watching tv at home not going out v bored
0,ham,You were supposed to wake ME up &gt;:(,you were supposed to wake me up gt
0,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
0,ham,He didn't see his shadow. We get an early spring yay,he didn t see his shadow we get an early spring yay
0,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,just buy a pizza meat lovers or supreme u get to pick
1,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious num f is inviting you to be her friend reply yes num or no num see her url stop send stop frnd to num
0,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting num my tv show num start lor u leh still busy doing ur report
0,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
0,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde i m sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger
1,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100p sms
0,ham,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt
0,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok but a bit ex u better go eat smth now else i ll feel guilty
0,ham,Great. Have a safe trip. Dont panic surrender all.,great have a safe trip dont panic surrender all
0,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor
0,ham,Do you know when the result.,do you know when the result
0,ham,K.k:)when are you going?,k k when are you going
0,ham,Ok thanx... Take care then...,ok thanx take care then
1,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",u can win å num of music gift vouchers every week starting now txt the word draw to num tscs url skillgame 1winaweek age16 150ppermesssubscription
0,ham,"Sorry, was in the bathroom, sup",sorry was in the bathroom sup
0,ham,How much you got for cleaning,how much you got for cleaning
0,ham,Be happy there. I will come after noon,be happy there i will come after noon
0,ham,"Jus chillaxin, what up",jus chillaxin what up
0,ham,"Not really dude, have no friends i'm afraid :(",not really dude have no friends i m afraid
0,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
0,ham,Wat time do u wan 2 meet me later?,wat time do u wan num meet me later
0,ham,S'fine. Anytime. All the best with it.,s fine anytime all the best with it
0,ham,Jay says that you're a double-faggot,jay says that you re a double faggot
0,ham,But am going to college pa. What to do. are else ill come there it self. Pa.,but am going to college pa what to do are else ill come there it self pa
0,ham,You're right I have now that I think about it,you re right i have now that i think about it
0,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,maybe say hi to and find out if got his card great escape or wetherspoons
0,ham,thanks for the temales it was wonderful. Thank. Have a great week.,thanks for the temales it was wonderful thank have a great week
0,ham,Dont let studying stress you out. L8r.,dont let studying stress you out l8r
0,ham,If you r @ home then come down within 5 min,if you r home then come down within num min
0,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day
0,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
0,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to you dear with lots of love rakhesh nri
0,ham,Yes fine,yes fine
1,spam,Call FREEPHONE 0800 542 0578 now!,call freephone num num num now
0,ham,Mm so you asked me not to call radio,mm so you asked me not to call radio
0,ham,Me fine..absolutly fine,me fine absolutly fine
0,ham,WHAT TIME U WRKIN?,what time u wrkin
0,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun
0,ham,Oh for fuck's sake she's in like tallahassee,oh for fuck s sake she s in like tallahassee
1,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å num bonus prize call num
0,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss no more girl friends make loads of money on ebay or something and give thanks to god
1,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,had your mobile num months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on num
0,ham,Ew are you one of them?,ew are you one of them
0,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright we ll bring it to you see you in like lt gt mins
0,ham,The new deus ex game comin early next yr,the new deus ex game comin early next yr
0,ham,If You mean the website. Yes.,if you mean the website yes
1,spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",freemsg hey there darling it s been num week s now and no word back i d like some fun you up for it still tb ok xxx std chgs to send å num to rcv
0,ham,ÌÏ predict wat time Ì_'ll finish buying?,ìï predict wat time ì_ ll finish buying
0,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,i have printed it oh so lt gt come upstairs
0,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
0,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,jus telling u dat i ll b leaving num shanghai on 21st instead so we ll haf more time num meet up cya
0,ham,Dad went out oredi...,dad went out oredi
0,ham,Yar lor... How u noe? U used dat route too?,yar lor how u noe u used dat route too
0,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,dont think you need yellow card for uk travel ask someone that has gone before if you do its just lt gt bucks
0,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",not yet chikku k then wat abt tht guy did he stopped irritating or msging to u
0,ham,Jay's getting really impatient and belligerent,jay s getting really impatient and belligerent
0,ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif my sis lor aft bathing my dog then i can bathe looks like it s going num rain soon
1,spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win over å num in our quiz and take your partner on the trip of a lifetime send go to num now 150p msg rcvd custcare num
0,ham,I'm at home n ready...,i m at home n ready
0,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
0,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe
0,ham,Are u awake? Is there snow there?,are u awake is there snow there
0,ham,All sounds good. Fingers . Makes it difficult to type,all sounds good fingers makes it difficult to type
0,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup no need i ll jus wait num e rain num stop
0,ham,Go where n buy? Juz buy when we get there lar.,go where n buy juz buy when we get there lar
0,ham,How much is torch in 9ja.,how much is torch in 9ja
1,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",this is the 2nd time we have tried num contact u u have won the num pound prize num claim is easy call num now only 10p per min bt national rate
0,ham,Thank u!,thank u
0,ham,Noice. Text me when you're here,noice text me when you re here
0,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,please give it num or i will pick it up on tuesday evening about num if that is ok
0,ham,Update your face book status frequently :),update your face book status frequently
0,ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got ur mail dileep thank you so muchand look forward to lots of support very less contacts here remember one venugopal you mentioned tomorrow if not late i shall try to come up till there goodnight dear
0,ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself
0,ham,She's fine. Sends her greetings,she s fine sends her greetings
1,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call num immediately as there is an urgent message waiting for you
1,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xmas prize draws we are trying to contact u todays draw shows that you have won a å num prize guaranteed call num from land line valid 12hrs only
0,ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words
0,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",they said if its gonna snow it will start around num or num pm tonite they are predicting an inch of accumulation
0,ham,Lol yes. But it will add some spice to your day.,lol yes but it will add some spice to your day
1,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,email bank of granite issues strong buy explosive pick for our members up over num nasdaq symbol cdgt that is a num per
0,ham,Our Prashanthettan's mother passed away last night. pray for her and family.,our prashanthettan s mother passed away last night pray for her and family
0,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku my cell got some problem thts y i was nt able to reply u or msg u
0,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke
0,ham,K.k.how is your business now?,k k how is your business now
0,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february
0,ham,Was it something u ate?,was it something u ate
0,ham,You getting back any time soon?,you getting back any time soon
0,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p in eachother if we meet we can go num my house
0,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going
0,ham,Also hi wesley how've you been,also hi wesley how ve you been
0,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok i ll stay for like an hour cos my eye is really sore
0,ham,Hi msg me:)i'm in office..,hi msg me i m in office
0,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe it just hit me num im fucking shitin myself il defo try my hardest num cum 2morow luv u millions lekdog
0,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi its jess i dont know if you are at work but call me when u can im at home all eve xxx
0,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry i now then c ur msg yar lor so poor thing but only num one night tmr u ll have a brand new room num sleep in
1,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",num num do you want a new nokia 3510i colour phone deliveredtomorrow with num free minutes to any mobile num free texts free camcorder reply or call num
0,ham,He dint tell anything. He is angry on me that why you told to abi.,he dint tell anything he is angry on me that why you told to abi
1,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date 4u rodds1 is num m from aberdeen united kingdom check him out url sms ac w icmb3cktz8r7 num no blind dates send hide
0,ham,U in town alone?,u in town alone
0,ham,"Not much, just some textin'. How bout you?",not much just some textin how bout you
0,ham,2mro i am not coming to gym machan. Goodnight.,2mro i am not coming to gym machan goodnight
0,ham,Will Ì_ b going to esplanade fr home?,will ì_ b going to esplanade fr home
0,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly
0,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning
0,ham,I'm leaving my house now.,i m leaving my house now
0,ham,Oh k.i think most of wi and nz players unsold.,oh k i think most of wi and nz players unsold
0,ham,I liked your new house,i liked your new house
0,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar
0,ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,dnt worry use ice pieces in a cloth pack also take num tablets
0,ham,\Keep ur problems in ur heart,keep ur problems in ur heart
0,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,let me know how it changes in the next 6hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in 6hrs
0,ham,Nobody can decide where to eat and dad wants Chinese,nobody can decide where to eat and dad wants chinese
0,ham,Sorry de i went to shop.,sorry de i went to shop
0,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl
1,spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,free ringtone reply real or poly eg real1 num pushbutton num dontcha num babygoodbye num golddigger num webeburnin 1st tone free and num more when u join for å num wk
0,ham,Was the actual exam harder than NBME,was the actual exam harder than nbme
0,ham,New car and house for my parents.:)i have only new job in hand:),new car and house for my parents i have only new job in hand
0,ham,Yeah it's jus rite...,yeah it s jus rite
0,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at num iåõm knackered and iåõm dreading work tonight what are thou upto tonight x
0,ham,What Today-sunday..sunday is holiday..so no work..,what today sunday sunday is holiday so no work
1,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,you have won as a valued vodafone customer our computer has picked you to win a å num prize to collect is easy just call num
0,ham,O i played smash bros  &lt;#&gt;  religiously.,o i played smash bros lt gt religiously
0,ham,Dear we got  &lt;#&gt;  dollars hi hi,dear we got lt gt dollars hi hi
0,ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite...,eat jap done oso aft ur lect wat ìï got lect at num rite
0,ham,"Sure, whenever you show the fuck up &gt;:(",sure whenever you show the fuck up gt
1,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget you can place as many free requests with 1stchoice co uk as you wish for more information call num
1,spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,you can donate å num to unicef s asian tsunami disaster support fund by texting donate to num å num will be added to your next bill
0,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish my lunch on my way home lor i tot u dun wan num stay in sch today
0,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes i think i got ur brolly i left it in english wil bring it in 2mrw num u luv franxx
0,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit
0,ham,This is all just creepy and crazy to me.,this is all just creepy and crazy to me
0,ham,K still are you loving me.,k still are you loving me
0,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin with my girl friend what r u up num give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
0,ham,I need you to be in my strong arms...,i need you to be in my strong arms
0,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today is accept day u accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
0,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",somewhr someone is surely made num u and god has decided a perfect time to make u meet dat person till den enjoy ur crushes
0,ham,Please ask mummy to call father,please ask mummy to call father
0,ham,Have a nice day my dear.,have a nice day my dear
0,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i m a weed fiend make them smoke too much impede their doing other things so you see how i m hesitant
0,ham,Hows the champ just leaving glasgow!,hows the champ just leaving glasgow
0,ham,Goin to workout lor... Muz lose e fats...,goin to workout lor muz lose e fats
0,ham,Havent.,havent
0,ham,Then get some cash together and I'll text jason,then get some cash together and i ll text jason
0,ham,No need lar i go engin? Cos my sis at arts today...,no need lar i go engin cos my sis at arts today
0,ham,"Aight that'll work, thanks",aight that ll work thanks
0,ham,Bring home some Wendy =D,bring home some wendy d
1,spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",you have been specially selected to receive a num award call num before the lines close cost 10ppm num t cs apply ag promo
0,ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer
0,ham,Omg it could snow here tonite!,omg it could snow here tonite
0,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,no it s waiting in e car dat s bored wat cos wait outside got nothing num do at home can do my stuff or watch tv wat
0,ham,Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing your missed call my dear brother do have a gr8 day
0,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez hows u de arab boy hope u r all good give my love num evry1 love ya eshxxxxxxxxxxx
0,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear
0,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome i might need to take you up on that what you doin tonight
1,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line num pobox45w2tg150p
0,ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few days he have great potential and talent
1,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call num from your landline your complimentary num lux costa del sol holiday or å num cash await collection ppm num sae t cs james num eh74rr
0,ham,Yeah but which is worse for i,yeah but which is worse for i
0,ham,Nope... C Ì_ then...,nope c ì_ then
0,ham,How will I creep on you now? ;_;,how will i creep on you now _
0,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount can u get on books
0,ham,Bugis oso near wat...,bugis oso near wat
0,ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,then ì_ ask dad to pick ì_ up lar ìï wan num stay until num meh
1,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u can find a date or even flirt its up to u join num just 10p reply with name age eg sam num num msg recd thirtyeight pence
0,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck
0,ham,No need to buy lunch for me.. I eat maggi mee..,no need to buy lunch for me i eat maggi mee
0,ham,Ok. There may be a free gym about.,ok there may be a free gym about
0,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams
0,ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",no shit but i wasn t that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me
0,ham,Thinkin about someone is all good. No drugs for that,thinkin about someone is all good no drugs for that
0,ham,I just really need shit before tomorrow and I know you won't be awake before like 6,i just really need shit before tomorrow and i know you won t be awake before like num
0,ham,No prob. I will send to your email.,no prob i will send to your email
0,ham,Nothing spl..wat abt u and whr ru?,nothing spl wat abt u and whr ru
0,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,only if you promise your getting out as soon as you can and you ll text me in the morning to let me know you made it in ok
0,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wasted den muz chiong on sat n sun liao
1,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special num pounds of genuine hmv vouchers to be won just answer num easy questions play now send hmv to num more info url
0,ham,Remember on that day..,remember on that day
1,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to url no subscriptions
0,ham,Hi my email address has changed now it is,hi my email address has changed now it is
1,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on num num num between 10am 9pm as you have won a guaranteed å num cash or å num prize
0,ham,Tell where you reached,tell where you reached
0,ham,U too...,u too
0,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the 9ja person you are sending account details to cos
0,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng
0,ham,Thank you. do you generally date the brothas?,thank you do you generally date the brothas
0,ham,I can make lasagna for you... vodka...,i can make lasagna for you vodka
0,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah so basically any time next week you can get away from your mom amp get up before num
0,ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think we can get an 8th at usf some time tonight
0,ham,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u
0,ham,K..k..i'm also fine:)when will you complete the course?,k k i m also fine when will you complete the course
0,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",come to me slave your doing it again going into your shell and unconsciously avoiding me you are making me unhappy
0,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",actually my mobile is full of msg and i m doing a work online where i need to send them lt gt sent msg i wil explain u later
0,ham,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah i forgot u can only take num out shopping at once
0,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
0,ham,Lol alright i was thinkin that too haha,lol alright i was thinkin that too haha
0,ham,I anything lor.,i anything lor
1,spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent please call num from landline å num cash or a luxury num canary islands holiday await collection t cs sae award 20m12aq 150ppm num ûï
0,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case a man was found murdered on lt decimal gt lt gt afternoon num his wife called police num police questioned everyone num wife sir i was sleeping when the murder took place num cook i was cooking num gardener i was picking vegetables num house maid i went num d post office num children we went num play num neighbour we went num a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant
0,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",by the way rencontre is to meet again mountains dont
1,spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now
